1	-7.906586e+01
2	-2.856545e+01
5	7.735290e+00
6	-1.828751e+00
8	-2.545746e+00
10	-1.822510e+01
11	4.315851e+01
12	-8.867274e+01
14	-2.081146e+00
15	2.801900e+01
16	1.865140e+01
17	1.321640e+01
19	-3.590202e+00
20	-1.217796e+00
23	-4.040690e+01
24	-5.324830e+01
25	-4.393850e+01
26	-3.403479e+01
29	-1.610815e+01
32	-4.591666e+01
35	6.806180e+01
36	-5.248056e+01
37	-6.017700e+01
38	-8.193939e+01
39	-2.797394e+00
40	-2.004150e+01
41	4.578993e+01
43	-1.557600e+01
44	-1.414270e+01
45	5.251999e+00
46	-3.355315e+01
47	-3.016545e+01
49	1.580380e+01
50	-3.388690e+01
51	2.839830e+01
53	4.512870e+01
54	3.777250e+01
55	-8.585735e+01
57	-7.779980e+01
58	-4.517995e+01
59	-4.849345e+01
62	-3.576885e+01
66	-6.516391e+01
67	-4.463005e+01
68	2.934709e+01
71	-8.826050e+01
72	-4.646155e+01
75	-6.237961e+01
76	-3.747940e+01
77	-2.303920e-01
78	-5.826820e+01
79	3.577205e+01
81	-3.784305e+01
83	3.103171e+01
85	-3.126615e+01
86	-9.036185e+01
87	3.691310e+01
89	-5.007120e+01
90	-5.120120e+01
91	-2.840805e+01
92	-7.864955e+01
96	2.920015e+01
97	-2.831505e+01
98	-7.407730e+01
99	-8.139810e+01
100	6.827869e+01
101	1.577725e+01
104	-9.520285e+01
105	-7.135320e+01
107	-5.303975e+01
113	-1.440300e+00
114	-8.115449e+01
115	-9.624410e+01
116	-6.515655e+01
124	-6.392405e+01
126	5.527670e+01
128	-8.749371e+01
129	-1.841611e+01
130	-7.107223e+01
131	-4.018216e+01
133	2.274200e+01
135	-8.211826e+01
140	-3.446936e+01
141	-2.469106e+01
145	-9.058110e+01
146	-5.564175e+01
147	-8.669625e+01
150	-1.384250e+01
152	-7.772800e+01
154	-1.488750e+00
155	2.573050e+01
156	2.622990e-01
158	-3.083400e+01
160	4.565145e+01
161	-3.337595e+01
166	-1.506105e+01
168	-5.225995e+01
171	2.612659e+01
173	-1.795899e+00
174	-4.497876e+01
175	-9.557680e+01
176	-4.905940e+01
178	2.224414e+01
181	-1.411786e+01
182	-7.820435e+01
183	-3.153320e+01
184	-8.090379e+01
185	-9.272585e+01
186	1.192540e+01
187	-9.714275e+01
189	-4.291690e+01
190	-6.113095e+01
191	-2.815915e+01
195	-4.413605e+01
198	-8.825391e+01
199	8.061029e+01
200	-5.137635e+01
201	1.673375e+01
204	-3.170070e+01
206	3.616485e+00
207	1.616055e+01
208	-1.238715e+01
211	-8.642810e+01
214	7.415405e+00
217	-3.427831e+01
218	-9.250990e+01
219	3.192810e+01
220	-8.702835e+01
221	-3.048950e+00
223	-8.934045e+01
224	-7.125110e+01
